,Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference,Source,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Index,Status,Date_Found,Date_Fixed
48,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 357 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/2,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,48.0,48.0,28.0,8.0,8.0,,68,Fixed,3.2,3.3
49,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 83 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/3,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,49.0,49.0,29.0,9.0,9.0,,69,Fixed,3.2,3.3
50,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 114 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/3,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,50.0,50.0,30.0,10.0,10.0,,70,Fixed,3.2,3.3
51,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 224 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/4,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,51.0,51.0,31.0,11.0,11.0,,71,Fixed,3.2,3.3
52,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 193 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/4,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,52.0,52.0,32.0,12.0,12.0,,72,Fixed,3.2,3.3
53,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 248 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/5,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,53.0,53.0,33.0,13.0,13.0,,73,Fixed,3.2,3.3
54,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 157 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/5,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,54.0,54.0,34.0,14.0,14.0,,74,Fixed,3.2,3.3
55,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 131 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/6,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,55.0,55.0,35.0,15.0,15.0,,75,Fixed,3.2,3.3
56,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 199 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/6,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,56.0,56.0,36.0,16.0,16.0,,76,Fixed,3.2,3.3
57,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 120 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/7,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,57.0,57.0,37.0,17.0,17.0,,77,Fixed,3.2,3.3
58,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 112 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/explain/7,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,58.0,58.0,38.0,18.0,18.0,,78,Fixed,3.2,3.3
59,Accessibility,WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ,1,2,3 204 ,An element with aria-hidden=true contains focusable content.,,"The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.",https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430303637333131393830343438/sqlalchemy/select/8,,https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html ,2,59.0,59.0,39.0,19.0,19.0,,79,Fixed,3.2,3.3
60,Accessibility,WCAG 2.1 A F87 Section 508 (2017) A F87 ,1,2,745 748 ,"Content inserted with CSS is not read by some screen readers, and not available to people who turn off style sheets.",,Move the content from CSS to the HTML page so that all users can see it. Impact on users:NVDA 2019.2 IE11 Windows 10 Reading: Text inserted by CSS content property not read.NVDA 2018.4 IE11 Windows 10 Reading: Text inserted by CSS content property not read.NVDA 2017.3 IE11 Windows 10 Reading: Text inserted by CSS content property not read.NVDA 2016.2 IE11 Windows 10 Reading: Text inserted by CSS content property not read.JAWS 2019.1912.1 IE11 Windows 10 Reading: Text inserted by CSS content property not read.JAWS 2018.1811.2 IE11 Windows 10 Reading: Text inserted by CSS content property not read.JAWS 18.0.5038 IE11 Windows 10 Reading: Text inserted by CSS content property not read.JAWS 17.0.2619 IE11 Windows 10 Reading: Text inserted by CSS content property not read.,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://www.w3.org/TR/WCAG20-TECHS/F87.html https://www.w3.org/TR/WCAG20-TECHS/F87.html ,2,60.0,60.0,40.0,20.0,0.0,0.0,80,New,3.29,N/A
61,Accessibility,WCAG 2.1 A 4.1.1 Section 508 (2017) A 4.1.1 ,1,5,98 416 622 667 622 ,Duplicate id - the same ID is used on more than one element., id=navbar id=navbar id=myModalLabel id=myModalLabel id=myModalLabel,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses https://www.w3.org/TR/2008/REC-WCAG20-20081211/#ensure-compat-parses ,2,61.0,61.0,41.0,21.0,1.0,1.0,81,New,3.29,N/A
62,Accessibility,WCAG 2.1 AA 1.4.3 Section 508 (2017) AA 1.4.3 ,2,1,593 ,Ensure that text and background colors have enough contrast.,"The text color to background color contrast ratio is: 4.42 with color: rgb(108,117,125); background-color: rgb(248,248,248); font-size: 12pt; font-weight: 400;","Some users find it hard to read light gray text on a white background, dark gray text on a black background and white text on a red background. The contrast ratio should be 3.0 or more for 18 point text, or larger The contrast ratio should be 3.0 or more for 14 point bold text, or larger The contrast ratio should be 4.5 or more for all other text",https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/visual-audio-contrast-contrast.html ,2,62.0,62.0,42.0,22.0,2.0,2.0,82,New,3.29,N/A
63,Accessibility,WCAG 2.1 AA 1.4.4 Section 508 (2017) AA 1.4.4 ,2,1,10 ,Do not use the meta viewport tag to disable zoom.,,Setting user-scalable=no or maximum-scale to less than 2.0 prevents zooming small text to make it readable. Note that iOS 10+ ignores this setting.,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/UNDERSTANDING-WCAG20/visual-audio-contrast-scale.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/visual-audio-contrast-scale.html ,2,63.0,63.0,43.0,23.0,3.0,3.0,83,New,3.29,N/A
64,Accessibility,WCAG 2.1 AA F78 Section 508 (2017) AA F78 ,2,5,750 955 958 961 964 ,The CSS outline or border style on this element makes it difficult or impossible to see the dotted link focus outline.,,"Change the style to avoid obscuring the focus outline around focusable elements. Using a border or outline style that obscures the focus ring causes problems for keyboard-only users in: Chrome (obscures the focus indicator on links, buttons, dropdowns and range controls) Firefox (obscures the focus indicator on links) Internet Explorer (obscures the focus indicator on links, buttons and range controls) Internet Explorer does not support the `outline-offset:` property, so using this does not reliably avoid focus outline overlap.",https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://www.w3.org/TR/WCAG20-TECHS/F78.html https://www.w3.org/TR/WCAG20-TECHS/F78.html ,2,64.0,64.0,44.0,24.0,4.0,4.0,84,New,3.29,N/A
65,Compatibility,Internet Explorer  ,2,1,6 ,CSS custom properties are not supported by some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/Using_CSS_variables ,2,65.0,65.0,45.0,25.0,5.0,5.0,85,New,3.29,N/A
66,Compatibility,Internet Explorer ≤ 11 ,2,5,107 442 448 484 486 ,The display: flex CSS property does not work correctly in some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/display ,2,66.0,66.0,46.0,26.0,6.0,6.0,86,New,3.29,N/A
67,Compatibility,Internet Explorer  iPhone/iPad ≤ 9 ,2,1,164 ,The CSS filter: property is not supported by some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/fortawesome--fontawesome-free/css/fontawesome.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/filter https://developer.mozilla.org/en-US/docs/Web/CSS/filter ,2,67.0,67.0,47.0,27.0,7.0,7.0,87,New,3.29,N/A
68,Compatibility,Internet Explorer  iPhone/iPad ≤ 9 ,2,1,164 ,The CSS filter: property is not supported by some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/fortawesome--fontawesome-free/css/all.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/filter https://developer.mozilla.org/en-US/docs/Web/CSS/filter ,2,68.0,68.0,48.0,28.0,8.0,8.0,88,New,3.29,N/A
69,Compatibility,Internet Explorer  iPhone/iPad ≤ 9 ,2,5,121 299 422 435 733 ,The CSS filter: property is not supported by some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/filter https://developer.mozilla.org/en-US/docs/Web/CSS/filter ,2,69.0,69.0,49.0,29.0,9.0,9.0,89,New,3.29,N/A
70,Compatibility,iPhone/iPad ≤ 8 ,2,5,730 1114 1118 1198 1199 ,The CSS transform: property is not supported by some older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/transform ,2,70.0,70.0,50.0,30.0,10.0,10.0,90,New,3.29,N/A
71,Compatibility,iPhone/iPad ≤ 8 ,2,5,130 135 140 145 150 ,The CSS transform: property is not supported by some older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/fortawesome--fontawesome-free/css/fontawesome.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/transform ,2,71.0,71.0,51.0,31.0,11.0,11.0,91,New,3.29,N/A
72,Compatibility,iPhone/iPad ≤ 8 ,2,5,130 135 140 145 150 ,The CSS transform: property is not supported by some older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/fortawesome--fontawesome-free/css/all.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/transform ,2,72.0,72.0,52.0,32.0,12.0,12.0,92,New,3.29,N/A
73,Compatibility,iPhone/iPad ≤ 8 ,2,5,225 244 1140 1157 2046 ,The CSS transform: property is not supported by some older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/transform ,2,73.0,73.0,53.0,33.0,13.0,13.0,93,New,3.29,N/A
74,Compatibility,iPhone/iPad ≤ 6 ,3,1,1127 ,The content:none CSS value is not supported by older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/content ,2,74.0,74.0,54.0,34.0,14.0,14.0,94,New,3.29,N/A
75,Compatibility,iPhone/iPad ≤ 6 ,3,1,72 ,The content:none CSS value is not supported by older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/css/custom-styles.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/content ,2,75.0,75.0,55.0,35.0,15.0,15.0,95,New,3.29,N/A
76,Compatibility,Firefox  Safari  ,3,2,917 2105 ,The orphans: CSS property is not supported by some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/orphans https://developer.mozilla.org/en-US/docs/Web/CSS/orphans ,2,76.0,76.0,56.0,36.0,16.0,16.0,96,New,3.29,N/A
77,Compatibility,Firefox  ,3,1,2106 ,"The page-break-after: CSS property values avoid, left and right are not supported by Firefox.",,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://bugzilla.mozilla.org/show_bug.cgi?id=132035 ,2,77.0,77.0,57.0,37.0,17.0,17.0,97,New,3.29,N/A
78,Compatibility,Chrome  Edge  Internet Explorer  Opera  Android  iPhone/iPad ≤ 7 ,3,2,1556 1559 ,The position:sticky CSS property is only supported by Firefox 32 and Safari 6.1.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/position https://developer.mozilla.org/en-US/docs/Web/CSS/position https://developer.mozilla.org/en-US/docs/Web/CSS/position https://developer.mozilla.org/en-US/docs/Web/CSS/position https://developer.mozilla.org/en-US/docs/Web/CSS/position https://developer.mozilla.org/en-US/docs/Web/CSS/position ,2,78.0,78.0,58.0,38.0,18.0,18.0,98,New,3.29,N/A
79,Compatibility,Firefox  Safari  ,3,2,917 2105 ,The widows: CSS property is not implemented by some browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/widows https://developer.mozilla.org/en-US/docs/Web/CSS/widows ,2,79.0,79.0,59.0,39.0,19.0,19.0,99,New,3.29,N/A
80,Compatibility,iPhone/iPad ≤ 4 ,3,2,55 56 ,CSS selectors for input type=search are ignored by some older browsers.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/HTML/Element/input/search#Browser_compatibility ,2,80.0,80.0,60.0,40.0,20.0,20.0,100,New,3.29,N/A
81,Compatibility,Internet Explorer ≥ 10 ,3,5,121 422 435 733 773 ,DirectX filters are not supported by IE10 or later.,,DirectX-based Filters and Transitions (DX filters) do not work in Internet Explorer 10 for any pages in the Internet Zone. Use CSS3 features instead.,https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,,https://msdn.microsoft.com/en-us/library/ie/hh801215(v=vs.85).aspx ,2,81.0,81.0,61.0,41.0,21.0,21.0,101,New,3.29,N/A
82,Compatibility,iPhone/iPad ≤ 4 ,3,5,1112 1129 1555 1557 1558 ,The position:fixed CSS property is not supported by IE6 and iOS 4.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/position ,2,82.0,82.0,62.0,42.0,22.0,22.0,102,New,3.29,N/A
83,Compatibility,iPhone/iPad ≤ 4 ,3,1,93 ,The position:fixed CSS property is not supported by IE6 and iOS 4.,,,https://testfyps.nhlbi.nih.gov/fyps/assets/css/jquery-ui.css,,https://developer.mozilla.org/en-US/docs/Web/CSS/position ,2,83.0,83.0,63.0,43.0,23.0,23.0,103,New,3.29,N/A
84,Errors,Broken Link  ,1,4,31 66 70 74 ,This link is broken. The src or href is an empty string.,Link: URL is empty.,"href='' or src='' can cause unexpected effects such as traffic spikes or cookie corruption, and causes JavaScript error events to fire on Firefox.",https://testfyps.nhlbi.nih.gov/fyps/index.php/,, ,2,84.0,84.0,64.0,44.0,24.0,24.0,104,New,3.29,N/A
85,Errors,  ,1,1,637 ,This page contains some spelling errors., paylines,Click the word to add it to the dictionary. Click it again if you want to remove it.,https://testfyps.nhlbi.nih.gov/fyps/index.php/,, ,2,85.0,85.0,65.0,45.0,25.0,25.0,105,New,3.29,N/A
86,Search,Bing  ,1,1,33 ,"This page has no h1 element, which violates Bing webmaster guidelines.",,Add an h1 element just before the main content describing the page.,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.bing.com/webmaster/help/webmaster-guidelines-30fba23a ,2,86.0,86.0,66.0,46.0,26.0,26.0,106,New,3.29,N/A
87,Standards,CSS Validation  ,1,4,53 54 161 162 ,Invalid CSS color value., border-top-color: none border-bottom-color: none border-top-color: none border-bottom-color: none,"CSS colors can be specified as: Hex colors must be #rgb or #rrggbb using only the hex digits 0-9 and A-F RGB() colors must be three integers (0-255) or three percentages RGBA() colors must be three integers (0-255) or three percentages, followed by an alpha value between 0.0 and 1.0 HSL() colors must be a number (or angle) followed by two percentages HSLA() colors must be a number (or angle) followed by two percentages and an alpha value between 0.0 and 1.0 Named colors must use one of the 150 named CSS colors (black, white, red...)",https://testfyps.nhlbi.nih.gov/fyps/assets/css/custom-styles.css,, ,2,87.0,87.0,67.0,47.0,27.0,27.0,107,New,3.29,N/A
88,Standards,CSS Validation  ,1,2,1357 2620 ,Invalid value for CSS property., cursor: hand height: auto,,https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,, ,2,88.0,88.0,68.0,48.0,28.0,28.0,108,New,3.29,N/A
89,Standards,CSS Validation  ,1,2,3107 3107 ,CSS Validation Error., _filter: chroma( _filter: chroma(,,https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,, ,2,89.0,89.0,69.0,49.0,29.0,29.0,109,New,3.29,N/A
90,Standards,HTML5  ,1,1,913 ,Attribute :buttons not allowed on element.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,90.0,90.0,70.0,50.0,30.0,30.0,110,New,3.29,N/A
91,Standards,HTML5  ,1,1,920 ,Attribute :iconcls not allowed on element.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,91.0,91.0,71.0,51.0,31.0,31.0,111,New,3.29,N/A
92,Standards,HTML5  ,1,1,48 ,Bad value for attribute href.,A URL cannot be empty. href='',,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,92.0,92.0,72.0,52.0,32.0,32.0,112,New,3.29,N/A
93,Standards,HTML5  ,1,3,116 123 130 ,Bad value for attribute type.,Expected a token character or '/' but saw type='button' type='button' type='button',"Syntax of MIME type: A media-type as defined in RFC 2616; that is, typically, a required type, followed by a / character, followed by a required subtype, optionally followed by one or more instances of a ; character followed by a parameter. Examples: text/css, text/css;charset=utf-8.",https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,93.0,93.0,73.0,53.0,33.0,33.0,113,New,3.29,N/A
94,Standards,HTML5  ,1,1,104 ,Duplicate attribute class.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,94.0,94.0,74.0,54.0,34.0,34.0,114,New,3.29,N/A
95,Standards,HTML5  ,1,5,98 416 622 667 622 ,Duplicate id - the same ID is used on more than one element., id=navbar id=navbar id=myModalLabel id=myModalLabel id=myModalLabel,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,95.0,95.0,75.0,55.0,35.0,35.0,115,New,3.29,N/A
96,Standards,HTML5  ,1,1,770 ,Unclosed element nav.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,96.0,96.0,76.0,56.0,36.0,36.0,116,New,3.29,N/A
97,Standards,HTML5  ,1,1,925 ,Stray end tag div.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,97.0,97.0,77.0,57.0,37.0,37.0,117,New,3.29,N/A
98,Standards,HTML5  ,1,1,772 ,Stray end tag nav.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,98.0,98.0,78.0,58.0,38.0,38.0,118,New,3.29,N/A
99,Standards,HTML5  ,1,1,770 ,"End tag div seen, but there were open elements.",,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,99.0,99.0,79.0,59.0,39.0,39.0,119,New,3.29,N/A
100,Standards,HTML5  ,1,1,10 ,Consider avoiding viewport values that prevent users from resizing documents.,,,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://www.w3.org/TR/html5/ ,2,100.0,100.0,80.0,60.0,40.0,40.0,120,New,3.29,N/A
101,Standards,CSS Validation  ,3,3,15 704 920 ,Property doesn't exist in CSS., text-decoration-skip-ink color-adjust overflow-anchor,"The property name may be misspelled, vendor specific, or a new CSS property from a draft specification.",https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,, ,2,101.0,101.0,81.0,61.0,41.0,41.0,121,New,3.29,N/A
102,Standards,CSS Validation  ,3,1,1322 ,Property doesn't exist in CSS., pointer,"The property name may be misspelled, vendor specific, or a new CSS property from a draft specification.",https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,, ,2,102.0,102.0,82.0,62.0,42.0,42.0,122,New,3.29,N/A
103,Usability,Usability.gov 10:4 ,2,4,15 601 602 929 ,Avoid underlined text - people will click on it and think it's a broken link.,,"Use something other than underlining for highlighting text, because it looks like a link, and users become frustrated when the ""link"" does not work.",https://testfyps.nhlbi.nih.gov/fyps/assets/npm-asset/bootstrap/dist/css/bootstrap.min.css,,https://guidelines.usability.gov/guidelines/95 ,2,103.0,103.0,83.0,63.0,43.0,43.0,123,New,3.29,N/A
104,Usability,Usability.gov 14:3 W3C  ,2,1,40 ,Omitting img width or height attributes makes the page layout jump about as images load.,,"This makes the page very hard to read or click while it's loading. Fix by adding width and height attributes to the img tag matching the image dimensions. In responsive layouts, specifying width and height prevents layout jumping because the browser can pre-calculate the final image size when CSS like this is used: img { max-width: 100%; height: auto }",https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://guidelines.usability.gov/guidelines/152 https://developer.mozilla.org/en-US/docs/Web/Media/images/aspect_ratio_mapping ,2,104.0,104.0,84.0,64.0,44.0,44.0,124,New,3.29,N/A
105,Usability,Usability.gov 11:5 ,3,1,615 ,Use bold text sparingly - for one or two words or a short phrase.,,Keep runs of bold text to less than 70 characters.,https://testfyps.nhlbi.nih.gov/fyps/index.php/,,https://guidelines.usability.gov/guidelines/110 ,2,105.0,105.0,85.0,65.0,45.0,45.0,125,New,3.29,N/A
106,Usability,Usability.gov 11:8 ,3,5,126 129 619 808 828 ,Use at least a 12-point font on all web pages.,,"For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >",https://testfyps.nhlbi.nih.gov/fyps/assets/css/easyui.css,,https://guidelines.usability.gov/guidelines/113 ,2,106.0,106.0,86.0,66.0,46.0,46.0,126,New,3.29,N/A
107,Usability,Usability.gov 11:8 ,3,2,22 62 ,Use at least a 12-point font on all web pages.,,"For users over age 65, it may be better to use at least fourteen-point fonts. Never use less than nine-point font on a Web site. The following are all smaller than 12 point: <p style=""font-size: 11pt;"" > <p style=""font-size: 15px;"" > <p style=""font-size: small;"" > <font size=""2"" > <font size=""-1"" >",https://testfyps.nhlbi.nih.gov/fyps/assets/css/fyps.css,,https://guidelines.usability.gov/guidelines/113 ,2,107.0,107.0,87.0,67.0,47.0,47.0,127,New,3.29,N/A
108,Accessibility,WCAG 2.1 A F68 Section 508 (2017) A F68 ,1,1,187 ,HTML form control has no label.,,A label (or name) linked to the control allows screen readers to voice the label correctly when reading the control. To add a label do one of the following: Use a label element with the for attribute set to the ID of the form control Wrap a label element around the form control Add a title attribute Add an aria-label attribute Add an aria-labelledby attribute,https://testamis.nhlbi.nih.gov/index.php/add_multiple_animals,,https://www.w3.org/TR/WCAG20-TECHS/F68.html https://www.w3.org/TR/WCAG20-TECHS/F68.html ,2,108.0,108.0,88.0,68.0,48.0,0.0,128,New,3.29,N/A
