Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference
"Compatibility","iPhone/iPad ≤ 4 ","3","1",="295 ","The position:fixed CSS property is not supported by IE6 and iOS 4.","","","https://intdimensions.nhlbi.nih.gov/discover/application","","https://developer.mozilla.org/en-US/docs/Web/CSS/position "
"Compatibility","iPhone/iPad ≤ 4 ","3","1",="272 ","The position:fixed CSS property is not supported by IE6 and iOS 4.","","","https://intdimensions.nhlbi.nih.gov/details/publication/pub.1134256083","","https://developer.mozilla.org/en-US/docs/Web/CSS/position "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/0","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/0","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/1","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/1","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/2","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/2","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/3","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/3","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/4","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/4","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/5","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/5","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/6","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/6","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/7","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/7","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/8","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/8","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/9","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Compatibility","Internet Explorer  Edge  Firefox  Safari  Opera  Chrome  iPhone/iPad  Android  ","2","1",="1 ","This page has no doctype which triggers quirks mode in IE, Firefox and most other browsers. This means pages may look different in different browsers.","","Add a DOCTYPE statement to the top of the document.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/9","","https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode https://en.wikipedia.org/wiki/Quirks_mode "
"Errors","Broken Link  ","1","1",="3641 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.99.111?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.99.111?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3644 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.90.98?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.90.98?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3647 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.80.89?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.80.89?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3650 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.72.79?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.72.79?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3653 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.66.71?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.66.71?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3656 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.53.65?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.53.65?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3659 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.42.52?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.42.52?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3662 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.25.34?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.25.34?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3665 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.19.24?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.19.24?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3668 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.165.171?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.165.171?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3671 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.151.157?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.151.157?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3674 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.139.145?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.139.145?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="3677 ","This link is broken. The page could not be found on the target web server.","Broken link: https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.132.138?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1 404 Not Found","Fixing this depends on how the link became broken: The link has been mistyped and should be fixed The destination page has moved and the link should be updated The destination page no longer exists and the link should be removed A file has been accidentally deleted and should be replaced","https://intdimensions.nhlbi.nih.gov/discover/publication","https://api.altmetric.com/v1/doi/10.3923/pjbs.2021.132.138?callback=_altmetric.embed_callback&domain=intdimensions.nhlbi.nih.gov&key=3c130976ca2b8f2e88f8377633751ba1&cache_until=13-1"," "
"Errors","Broken Link  ","1","1",="241 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Zero.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Zero.woff"," "
"Errors","Broken Link  ","1","1",="246 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Main-Regular.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Main-Regular.woff"," "
"Errors","Broken Link  ","1","1",="251 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Main-Bold.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Main-Bold.woff"," "
"Errors","Broken Link  ","1","1",="256 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Math-Italic.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Math-Italic.woff"," "
"Errors","Broken Link  ","1","1",="261 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Main-Italic.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Main-Italic.woff"," "
"Errors","Broken Link  ","1","1",="266 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Math-BoldItalic.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Math-BoldItalic.woff"," "
"Errors","Broken Link  ","1","1",="271 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Size1-Regular.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Size1-Regular.woff"," "
"Errors","Broken Link  ","1","1",="276 ","This link is broken. The link target could not be loaded due to an HTTP error.","Broken link: https://../es5/output/chtml/fonts/woff-v2/MathJax_Size2-Regular.woff 503 Server Unavailable","This is sometimes a temporary problem, but if it persists it indicates a serious problem on your web server.","https://intdimensions.nhlbi.nih.gov/discover/publication","https://../es5/output/chtml/fonts/woff-v2/MathJax_Size2-Regular.woff"," "
